시군구코드,시군구명,주요역,대분류,중분류,기준연도,문화시설별ID,대분류명,중분류명,시설명,시설위도,시설경도,주요역위도,주요역경도
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_00693,,,서울 이랜드(㈜디아이에프코리아),37.2471678,127.0552457,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_00694,,,울산 현대축구단(㈜디아이에프코리아),37.2471678,127.0552457,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_01474,,,임광문고,37.2577212,127.0385506,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_01628,,,로드뮤직,37.2535338,127.075206,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_02425,,,호텔조이,37.253369,127.075563,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_02630,,,광교2동 주민자치위원회,37.2322565,127.070102,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_03031,,,경희문고,37.2479681,127.076517,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_03247,,,(주)아이막,37.2792472,127.044115,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_03621,,,(주)금강렌트카,37.2763148,127.040311,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_04274,,,(주)하나로렌트카,37.2467834,127.055227,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_04574,,,원음악사,37.2743169,127.04353,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_04575,,,상지문고,37.259938,127.043584,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_04576,,,교보서적,37.2533266,127.072334,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_06067,,,수원성산기독교백화점,37.2419791,127.054999,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_06232,,,영통2동주민자치위원회,37.246938,127.05598,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_06355,,,태장동주민자치위원회,37.238817,127.051622,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_06481,,,원천동주민자치센터,37.2734948,127.053267,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_06485,,,매탄3동주민센터,37.2564476,126.043105,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_06506,,,영통1동주민자치위원회(문화센터),37.2663431,127.080554,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_06538,,,수원체육문화센터,37.2576571,127.069083,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_06819,,,망포문고(주),37.2451829,127.055799,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_06846,,,성음사,37.2733875,127.042159,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_06983,,,매탄4동주민자치위원회,37.2651207,127.048707,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_07251,,,매탄2동주민자치위원회,37.270149,127.047438,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_07393,,,제일서적,37.2664901,127.081659,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_07988,,,모텔휴,37.237742,127.059343,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_07991,,,영통서점,37.2524512,127.065403,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_08607,,,현대서적,37.2724165,127.046136,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_08609,,,원천침례교회서적,37.275545,127.058526,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_08845,,,글벗문고,37.2506603,127.0655756,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_09593,,,경기대학교 구내서점,37.298014,127.033118,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_10689,,,예나가기획,37.2386186,127.02849,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_11230,,,현대포토매니아,37.2866127,127.055947,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_11243,,,예원사진관,37.274261,127.04221,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_11244,,,서진스튜디오,37.257464,127.041668,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_11652,,,담스튜디오,37.259795,127.043471,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_11782,,,준스튜디오,37.2771207,127.044087,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_12240,,,곰군스튜디오 (gomgoon STUDIO),37.2534284,127.07655,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_12241,,,사진잘찍는법,37.2766161,127.044154,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_12249,,,아주스튜디오,37.2767891,127.044132,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_12272,,,예전스튜디오,37.283057,127.043662,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_12273,,,앙뜨리스튜디오,37.2394271,127.055655,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_12648,,,민호스튜디오,37.2527796,127.070895,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_12903,,,프로덕션 채널,37.2674781,127.04809,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_13257,,,광교사진관샤인스튜디오,37.304266,127.047337,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_13595,,,행복한사진관,37.238937,127.053064,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_15185,,,놀숲 수원망포점,37.2451287,127.055961,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_15512,,,놀숲 수원경기대점,37.298097,127.042313,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_15781,,,기독교서점 토브,37.252335,127.074024,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_15855,,,광교1동 주민자치회,37.2901809,127.047397,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_15975,,,수원퍼펙트볼링센터,37.258043,127.045372,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_15976,,,영통탁구클럽,37.24626,127.058826,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_15987,,,탁이랑탁구교실,37.239284,27.055326,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_16711,,,sm락볼링(수원영통점),37.253151,127.074893,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_16777,,,킹덤볼링장,37.253522,127.075202,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_16873,,,삼천리매탄대리점,37.264217,127.044302,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_17075,,,삼천리자전거광교호수점,37.284947,127.054307,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_17482,,,삼천리자전거 자전거는건강한향기,37.267012,127.05413,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_17488,,,삼천리자전거 Alpha Club,37.254514,127.073507,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_17555,,,삼천리자전거 수원MTB점,37.254788,27.038997,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_17559,,,삼천리자전거 아주대점,37.249064,126.975269,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_17856,,,삼천리자전거 효원MTB,37.246193,127.057777,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_18884,,,㈜리틀존영통문고,37.2523512,127.0740176,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_18979,,,놀숲 수원매탄점,37.260798,127.044209,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_19029,,,주식회사 히든메이커,37.297578,127.043778,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_19520,,,교보문고 광교점,37.2870515,127.057738,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_19533,,,교보문고 광교월드스퀘어센터,37.2921519,127.048674,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_20212,,,롯데컬처웍스㈜롯데시네마 광교아울렛,37.286274,127.055527,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_20651,,,체육교실(사단법인 해솔),37.264316,127.0775,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_20677,,,힐링공예학원,37.23976,127.054824,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_20769,,,커브스 영통클럽,37.252053,127.071032,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_20939,,,브라우니,37.248333,127.078188,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_21007,,,커브스 매탄클럽,37.264862,127.041392,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_21326,,,이상문고,37.2393846,127.0547783,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_21677,,,시그널헌터 광교중앙점,37.2895428,127.0475827,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_21857,,,BAD VR 수원영통점,37.252356,127.074952,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_21983,,,메가박스 영통,37.252538,127.071446,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_22321,,,영통풀잎문화센터,37.2555297,127.0743115,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_22609,,,영통1동주민자치위원회(체육문화센터),37.2639542,127.0845486,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_22638,,,사회적협동조합 아름별문화예술원,37.274147,127.0424278,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_22727,,,CGV광교,37.2847383,127.0574831,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_22758,,,베로니떼 공예#(베로니떼 공예),37.2388942,127.0590602,37.26604467,126.9997956
41117,수원시 영통구,수원,장애우,문화누리카드,2021,KC_615_22857,,,한국서점,37.2695154,127.0566722,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000012265,자연,자연_공원,박지성쌈지공원,37.2380827,127.046282,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000020793,자연,자연_공원,박지성쌈지공원,37.2380827,127.046282,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000008567,자연,자연_공원,온누리어린이공원,37.2388136,127.0594361,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000017095,자연,자연_공원,온누리어린이공원,37.2388136,127.0594361,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000012075,자연,자연_공원,지성공원,37.2392535,127.0467217,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000020603,자연,자연_공원,지성공원,37.2392535,127.0467217,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000012266,자연,자연_공원,태장공원,37.2398738,127.0452627,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000020794,자연,자연_공원,태장공원,37.2398738,127.0452627,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000008128,자연,자연_공원,미래어린이공원,37.2408577,127.0654395,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000016656,자연,자연_공원,미래어린이공원,37.2408577,127.0654395,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000007671,자연,자연_공원,망포공원,37.2424357,127.0575174,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000016199,자연,자연_공원,망포공원,37.2424357,127.0575174,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000010360,자연,자연_공원,방죽공원,37.2445388,127.051945,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000018888,자연,자연_공원,방죽공원,37.2445388,127.051945,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000007704,자연,자연_공원,미리내공원,37.245453,127.0686087,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000016232,자연,자연_공원,미리내공원,37.245453,127.0686087,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000013222,자연,자연_공원,어린이교통공원,37.2456094,127.0639624,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000021750,자연,자연_공원,어린이교통공원,37.2456094,127.0639624,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000007703,자연,자연_공원,풀잎어린이공원,37.2481251,127.0727344,37.26604467,126.9997956
41117,수원시 영통구,수원,시니어,시니어나들이,2020,KCOWRPO20N000016231,자연,자연_공원,풀잎어린이공원,37.2481251,127.0727344,37.26604467,126.9997956
